,author,comment,published_at,Number_of_likes
0,@Shorts_feed_10_M,Fuuny 🎉😂❤🎉😂😂❤,2024-10-19T06:30:10Z,2
1,@Shorts_feed_10_M,Wow❤😂🎉😂❤❤ sandar शॉर्ट्स 🎉😂❤❤❤,2024-10-19T06:29:55Z,3
2,@MachineWow,The most normal short in India,2024-10-14T00:51:37Z,1
3,@tech.machine2040,The most normal short in India,2024-10-14T00:51:13Z,1
4,@DungMinTV,nice,2024-10-11T10:32:00Z,1
5,@PeesomeHumbert,r/arabfunny,2024-10-03T01:01:36Z,0
6,@CR7R-ur7,Thank you so much 50 subscribers,2024-10-01T14:00:15Z,0
7,@Kids54645,Nice,2024-09-27T06:42:59Z,0
8,@smyclips524,It is really fake,2024-09-26T16:32:40Z,0
9,@RajpalKumar-84048,https://youtube.com/shorts/qJN5zguSFJA?si=kRr6VIBRegLArcfl,2024-09-16T14:06:00Z,0
10,@Funnyremix15,Superr sir great ❤❤❤❤,2024-09-13T16:47:46Z,0
11,@Himanshuthakur24898,❤❤,2024-09-11T16:38:54Z,0
12,@Usuegsjhegeu,"Ohio
😂😂😂😂",2024-09-11T14:10:33Z,0
13,@ChandBhaiNsp,Very dangerous 😱,2024-09-07T07:22:14Z,0
14,@Arnavliberty,❤❤❤❤❤❤❤❤❤,2024-08-25T08:38:44Z,0
15,@mitran5701,Jj🎉🎉,2024-08-10T14:27:44Z,1
16,@Imran-ri9xi,"K gsjj Daz😢🎉😅😂😅😂

Ok drew iid few qksiu",2024-08-03T06:46:59Z,1
17,@ernestc3050,Don't believe me try to search,2024-07-27T15:41:55Z,1
18,@ernestc3050,Video from China but Why is in your Channel😡,2024-07-27T15:41:22Z,2
19,@TheRobloxgamer123official,I don't understand this video someone please help me,2024-07-27T01:56:21Z,1
20,@AbdullahJouiya-,Was drunk while  making this video,2024-07-25T07:07:32Z,1
21,@protelprotel9148,Gdhdg yfhuft udhhdu hrh hrhhrhffdud,2024-07-13T11:42:43Z,1
22,@mohmedabomaka9299,جحخعغفقثصضطكمالسشدوةؤؤءذ436161331313313333131313313131331322333313313331333131331631346616226616,2024-07-09T22:32:51Z,1
23,@GloryNdubueze-v9q,It is not only😂😂😂😂,2024-06-23T15:43:26Z,2
24,@trisi-d7r,Fgdharmawan ydvias,2024-06-23T07:42:34Z,1
25,@Craz-Jasim-099,https://www.youtube.com/@Craz-Jasim-099,2024-06-19T13:18:37Z,1
26,@estheronochie8351,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤BMW x6,2024-06-18T10:03:16Z,1
27,@randybutternub031,More foolish CCP propaganda!,2024-06-16T01:25:53Z,1
28,@messaoudiismail-ol8ot,يلكدبين,2024-06-15T18:27:08Z,1
29,@shamsadvlogs443,😂,2024-06-10T07:05:03Z,2
30,@edwardyeressian4900,"Ինչ հաճույք էք զգում ջարդել փշրել, սպանել պատկերելու։",2024-06-08T09:28:50Z,0
31,@Мирзо-ф6з,не может бьт,2024-06-07T07:19:05Z,0
32,@RodellSantos,Welcome 2 ohio,2024-05-29T10:20:25Z,0
33,@ElliotSagna,😂,2024-05-26T01:28:39Z,0
34,@yanitee36,Very normal and 2d,2024-05-24T08:16:53Z,0
35,@Knowledgeoftechnology11,https://youtube.com/@knowledgeoftechnology11?si=eSzryRqcKa9X9hoB,2024-05-17T15:14:29Z,0
36,@yondhalink,impossible,2024-04-28T09:35:03Z,0
37,@sntvkannada,"👌👌

https://youtube.com/shorts/ptqWWU9as0U?feature=share",2024-04-25T08:41:28Z,0
38,@Yeeamaxis,This is so braunrot ❌🧠,2024-04-20T18:27:46Z,0
39,@activetechkaran,Superbbbbbbb bro ❤❤❤❤🎉🎉🎉🎉,2024-04-17T05:56:08Z,0
40,@aristocrat_exe,This video gave me brain cancer.,2024-04-06T16:41:20Z,1
41,@sampatidevi3172,Technology in Ohio 💀💀,2024-04-03T09:56:12Z,0
42,@WORLDteck-oo3rg,https://youtube.com/shorts/PGU4qR4nnQ4?si=L_CNhjvP_-CBB1W-,2024-03-30T00:02:12Z,0
43,@LynxAnimationsAndGaming,💀💀,2024-03-20T21:28:38Z,0
44,@Ktg_Katagpatan,Aku ❤sayang😂berkah🎉kamu😊sayang😢,2024-03-16T11:39:33Z,0
45,@zupergut3015,Wtf is this?,2024-03-01T09:48:41Z,2
46,@milomation869,Zdw,2024-02-29T09:23:16Z,0
47,@Ayoube-xx5hw,Ohio,2024-02-26T19:01:58Z,0
48,@bbpreelinsight,Cool!,2024-01-22T19:30:08Z,0
49,@스콜포녹,good 👍,2024-01-03T03:20:00Z,1
50,@ghggythhhghhhgh,physics left the chat....,2024-01-02T11:07:53Z,0
51,@Unknown_Edits919,The most normal short in India,2023-12-10T05:52:39Z,7
52,@beaubalderrama3223,Why did he turn on his side if the thing stayed open anyway?,2023-12-07T01:05:48Z,1
53,@Technologylatest87,Hahaha good,2023-12-02T16:51:14Z,0
54,@wtch-1tn,dang the new car update looking fire,2023-11-30T16:26:40Z,0
55,@Lil_shmeeg,Why cant the ambulance pass through?,2023-11-25T21:32:27Z,2
56,@elienidsanchez6612,"The ambulance: BLOODY HELL!
Gate: bit sad innit?",2023-11-25T15:47:25Z,0
57,@PillarofSmite,I don’t get it.,2023-11-10T02:44:35Z,0
58,@kyleyoung1156,What did I just watch?,2023-11-03T12:45:04Z,1
59,@Talksensible,The van at the end be like “wiener wiener wiener”💀💀💀,2023-10-31T18:22:05Z,47
60,@AbidAli-kd9hs,Beautiful brother and wonderful country and wonderful place ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-29T07:09:59Z,1
61,@AbidAli-kd9hs,I love this friends and wonderful video thanks for your video ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-29T07:09:05Z,2
62,@Goku2005whaa,Think out of the box 🗿,2023-10-24T16:27:19Z,1
63,@Happygames-yf1bm,It's a very difficult trick 😮😮😮,2023-10-17T06:43:54Z,4
64,@murariyt9757,Nonsense technology 👎👎,2023-09-20T13:21:21Z,0
65,@googleboot-i5e,😭Wtf,2023-09-12T21:15:21Z,0
66,@BuddyWon19,When you flip over the extra side tires save u,2023-08-27T17:34:31Z,1
67,@freddyben5077,Welcome to Ohio,2023-08-25T10:44:48Z,1
68,@technical__ideas,😂😂,2023-08-20T08:50:13Z,0
69,@girijashankarsutar,"https://youtu.be/SjhStJvf-Oc
https://youtu.be/SjhStJvf-Oc
https://youtu.be/SjhStJvf-Oc
https://youtu.be/SjhStJvf-Oc
https://youtu.be/SjhStJvf-Oc",2023-08-20T07:30:34Z,0
70,@scamman2192,What's the point,2023-08-19T08:21:09Z,0
71,@realnano,https://www.youtube.com/watch?v=anwToLnq5JE,2023-08-07T20:11:37Z,0
72,@RameshThapa1,Das auto :,2023-07-29T17:47:09Z,0
73,@ramisanjay3019,Welcome to Ohio 💀,2023-07-24T14:48:52Z,4
74,@PH0NKdrive1357,Dumbest thing ever,2023-07-18T19:12:46Z,0
75,@HypnoCroak.,What does it do exactly,2023-07-15T09:09:08Z,0
76,@Dschaudhary2545,"Checkout Tech Future :-

https://dstechnology007.blogspot.com/?m=1",2023-07-09T17:22:21Z,0
77,@McMoneyOffical,GTA 6 teaser,2023-06-28T18:14:07Z,39
78,@Twinkletoe123,Welcome 2 Ohio🤑,2023-06-06T22:37:25Z,184
79,@virendrabaghel1723,.,2023-05-25T12:22:58Z,0
80,@lauralaicaldera5057,it's ohio,2023-05-15T06:09:22Z,0
81,@OviliaClendy,0et0ry. Rw. Vc0zs😅😊,2023-05-13T05:57:46Z,0
82,@marinalvaramos67,Porque você não ajudou o ambulância,2023-05-11T10:05:57Z,1
83,@thehiddenartist.1,Vfx🤦🏻‍♂️😒,2023-05-11T07:13:12Z,1
84,@AuraZakiya,😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱😱,2023-05-11T04:13:49Z,0
85,@randomfandom4H,I'm so confused,2023-05-11T02:09:13Z,0
86,@songulklc4948,😊😊,2023-05-10T12:49:19Z,0
87,@RocsanaWilliams-js8bt,😆 for they have,2023-05-08T03:39:12Z,1
88,@meganosladil6674,I prayed that that person was still alive👎🏻👎🏻👎🏻👎🏻,2023-05-07T00:29:44Z,1
89,@susanclancy2104,What the fuck,2023-05-06T19:03:32Z,0
90,@jaysonbautista7008,🧐🤐🤬🤯🤖🤖👽😎,2023-05-06T11:06:32Z,0
91,@jessicalewis5161,Is this the future? I'm pretty sure it is,2023-05-04T01:42:10Z,3
92,@Karelyperaza1234,:),2023-05-02T06:58:21Z,1
93,@НатальяВасильева-л1в,Не успею приехать на следующей странице в социальной сети ВКонтакте в пятницу вечером или завтра утром я буду находиться в Москве и в этом году не 😮катаюсь на сайте в разделе задать все таки в пятницу в первой половине года в год на сайте в качестве бонуса в выходные в пятницу в районе в пятницу вечером или завтра в течении дня я буду находиться в отпуске и не только в случае если вы не хотите чтобы мы с вами и с ним не так много времени 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-05-01T16:51:49Z,0
94,@fatmaakdeniz7891,U dont know the future😒🙄😑,2023-04-30T19:01:28Z,0
95,@marcintrepkowski3640,its not a future its ohio,2023-04-30T17:30:48Z,2
96,@nouicerabdejalil8124,Bruh💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,2023-04-27T19:14:57Z,0
97,@DustinWelton-o4u,😂😂😂😂😂😂,2023-04-27T16:28:59Z,2
98,@selahattinipek2109,Çok.     Sacma,2023-04-26T17:36:51Z,0
99,@zxcvbnmzxcvbnm7716,😱😱😱😱😱😱😱😱😱😱😱😱😱😱,2023-04-25T18:27:46Z,1
100,@زينهاحمد-ق7ذ,😂,2023-04-25T11:04:28Z,2
101,@زينهاحمد-ق7ذ,😂,2023-04-25T11:04:15Z,1
102,@زينهاحمد-ق7ذ,زب,2023-04-25T11:03:52Z,0
103,@زينهاحمد-ق7ذ,زب,2023-04-25T11:03:30Z,0
104,@زينهاحمد-ق7ذ,زب,2023-04-25T11:03:12Z,0
105,@ЗуранОздамирова-у1д,Ооооло,2023-04-24T08:50:55Z,0
106,@Jeudy379,OHAIO jajajajajjajajajjajajajjajajajajajajajajjajjajajjajajajajajajjakajakaakkakakiaiaiaiaiiaiaijijkjjijij,2023-04-24T02:02:17Z,0
107,@LeslieFredregill-uc2eh,is that real life,2023-04-22T18:30:04Z,0
108,@michelledique-ix3du,hdniwbxdgy❤,2023-04-22T10:38:30Z,0
109,@ahmadarkan6004,sytirytf😍😘💜💑🐱🇹🇯➣,2023-04-21T19:45:10Z,0
110,@giacomochiamante9283,O RICHIESTA DI,2023-04-19T16:15:13Z,0
111,@petrafulekova,Jak je,2023-04-18T12:36:14Z,0
112,@gdpsplayer-q2y,Ohio car be like,2023-04-16T23:10:02Z,3
113,@NOOD-w6c,كرانج ❤,2023-04-16T18:48:43Z,0
114,@SultanBeyli-bz3pp,نحط لك لايك,2023-04-16T15:44:04Z,0
115,@limo1795,A normal day in Ohio:,2023-04-16T14:32:25Z,7
116,@sakitazudiyeva-zu9xk,😂😂😂,2023-04-16T13:51:31Z,0
117,@cheryltendencia3914,Yes ma'am self conscious of the year model Mitsubishi outland,2023-04-16T11:08:02Z,5
118,@RamziHossin-py4tr,سلام الله,2023-04-15T17:58:28Z,0
119,@slvikatharinabalerud6769,Dålig vidijo,2023-04-15T15:26:56Z,0
120,@ks944,what is the use of it,2023-04-15T13:26:33Z,0
121,@denisegraff8083,OHIO,2023-04-15T12:03:28Z,0
122,@ИринаКононова-л9ф,😡😡😡 ехала скорая помащ,2023-04-15T12:03:19Z,0
123,@يقينالفتلاوي-ذ5ف,لا لا لا لا❤,2023-04-14T21:36:05Z,1
124,@nicolevandyke7546,How did the one go sideways,2023-04-14T03:28:15Z,1
125,@Empax_Death,"Nadie


Las calles más normales de España:",2023-04-10T13:02:08Z,1
126,@MasterAquatics,Wow... 220 million people watched and thought.... wow.... this is interesting....,2023-04-05T21:09:24Z,1
127,@papaoumarcisse8529,What is the point ???,2023-04-05T15:33:25Z,7
128,@FaizanMalik-nq3nu,Hi,2023-04-05T04:03:34Z,0
129,@KavithaKavi-io6ze,This is really,2023-04-04T06:57:40Z,0
130,@FiazKhan-qc2eq,Th,2023-04-03T14:11:31Z,0
131,@Unknowngamerrlive,Bhai ambulance 🚑 ko to jane deta 🤣🤣,2023-04-02T15:31:11Z,2
132,@ruslanmadenov3446,🤌🖕,2023-04-01T07:50:39Z,0
133,@amindersingh9576,❤❤❤❤❤,2023-03-31T18:49:03Z,0
134,@alok_thakur589,❤❤❤❤❤❤,2023-03-31T14:04:12Z,1
135,@ВасяЗавацький,Що за фігня нафіг  це гобит,2023-03-30T11:14:21Z,0
136,@parmeshbairu,Mdg,2023-03-29T08:48:08Z,0
137,@MdAfakAlam-pr1ql,❤,2023-03-26T11:14:23Z,2
138,@apollosheth7360,Dont   know   ambulance,2023-03-25T07:28:28Z,0
139,@sneebert,bro was going through it,2023-03-21T17:19:55Z,0
140,@JunaidIqbal-lo3pm,😮😮😮😮,2023-03-21T12:50:00Z,1
141,@ilhomjonayubjonov2155,😅,2023-03-21T09:19:58Z,0
142,@MDsanawer-sh1gk,Ths,2023-03-21T03:52:07Z,0
143,@tayyabzx5509,Wow,2023-03-19T05:59:34Z,0
144,@RajaKumar-tm2gf,Hiui,2023-03-17T09:35:24Z,1
145,@mdfaij2004,hf,2023-03-16T05:58:45Z,0
146,@davidnovruzov3532,108(8)/??????€{q),2023-03-15T11:22:04Z,0
147,@waqarbutt-ep1vm,it's only Chinese chotyap,2023-03-14T06:57:16Z,2
148,@nawabzadakamranmalik5985,Ya Pakistani driver tha phly Wala,2023-03-13T15:11:17Z,3
149,@saifbabutechnology,https://www.youtube.com/@saifbabutechnology,2023-03-13T04:38:03Z,0
150,@tiagopinho2169,😲😲☠️☠️,2023-03-12T15:55:09Z,0
151,@SushilKumar-wu5dp,Ya kon sa dasi ma ho raha ha,2023-03-12T10:29:21Z,0
152,@mangilalmuniya-df9lp,No 4u888u78⁸⁹9898999nnbh,2023-03-10T08:11:57Z,0
153,@Noahthenewchannel,What the hell no one will build that,2023-03-09T13:07:57Z,0
154,@rajivkumarkumar7151,nice,2023-03-09T11:37:28Z,0
155,@СеменСимсон,Тышто,2023-03-08T12:24:13Z,0
156,@rohitking8791,Kerala se Kar kabhi,2023-03-08T05:58:41Z,0
157,@manishpachauri6514,Present mein raha karo futhure ki to sarkar dekhe gi,2023-03-07T15:46:53Z,0
158,@Shikdar-rr5yn,wow,2023-03-07T09:24:26Z,3
159,@kyototomokui6676,This was the weirdest shit I’ve ever seen.,2023-03-06T14:43:49Z,7
160,@arunasonisoni5703,Why?,2023-03-06T13:32:18Z,0
161,@sanketwarkade-ti4br,Nice,2023-03-05T04:32:19Z,3
162,@mdboney6831,Vhe,2023-03-03T07:45:21Z,0
163,@chandramani3569,It is false,2023-03-03T06:52:45Z,0
164,@mdsomrat-cz9eg,Uuiikkk,2023-03-02T09:17:14Z,0
165,@t5gr-official,G MM MM,2023-03-01T16:16:17Z,0
166,@sitinornadyaahmad4953,Terima.    Terima.  Terima.     Terima.     Terima.  Terima.    Terima,2023-02-23T11:23:13Z,0
167,@ફેનઓફબરવટિયા,Amazing bhai  ambulance ko hi rukna Pada,2023-02-21T04:44:16Z,2
168,@takumifujiwara3039,"Dumb china crap😂
Look at the dystopian air pollution in the background.... thats the real china",2023-02-18T20:27:19Z,0
169,@sumanchoudhary1898,But anyone tell me what is the use of this nonsense technology. Technology should be of our use,2023-02-15T12:30:27Z,1
170,@rasoolbakishsamejo,https://youtube.com/shorts/w6n-U0vPJ9s?feature=share یی,2023-02-15T09:17:53Z,0
171,@mostafaakira,تم,2023-02-14T20:21:47Z,0
172,@khadiijomacalin1106,Tttt,2023-02-12T12:21:05Z,0
173,@madhubera9514,Fack,2023-02-10T14:28:08Z,0
174,@takyisolomon9342,Collect,2023-02-10T00:18:26Z,0
175,@pariagroya172,😂😂😂🎉😂,2023-02-08T03:12:29Z,2
176,@vaskarbanik4564,😄😆😆👍,2023-02-07T13:56:12Z,0
177,@rajeshkatwal7237,Good,2023-02-04T15:00:09Z,0
178,@lalsherkhan9405,❤️❤️❤️❤️❤️❤️🇵🇰🇵🇰🇵🇰❤️🌹🌹💘💘💗💗💔💔👄👄👄🌹🌹,2023-02-04T12:20:20Z,0
179,@agemost3.0,Good,2023-02-03T07:08:38Z,0
180,@Rsxgamerzyt39,what isgamenamevplz,2023-02-01T15:04:46Z,0
181,@Krishna36254,Good,2023-01-29T16:57:58Z,1
182,@Astvibes,❤,2023-01-29T14:11:35Z,3
183,@faheemahmed1736,waha,2023-01-29T10:10:31Z,0
184,@PK_499,Physics🤨,2023-01-27T13:28:30Z,0
185,@OrangeJae,A normal day in ohio be like:,2023-01-26T12:43:06Z,1
186,@subhamsubham2733,Op,2023-01-23T04:19:08Z,2
187,@zareenbegum8609,NNN.  NICE 👍 what a. Carrrrrr,2023-01-22T17:39:33Z,0
188,@akhtarali001,Haa,2023-01-22T15:09:03Z,0
189,@PurpleBalm,"One word sums this up...




Why",2023-01-22T10:34:28Z,0
190,@scummymummy2548,Is this real???,2023-01-21T21:50:08Z,0
191,@sufiyanali5763,Love you maa,2023-01-20T04:08:24Z,1
192,@ManishKumar-on7hk,ऊ,2023-01-19T04:57:08Z,0
193,@MdJahangir-wq7tc,Bhosdi kakuch. Bhi daldetagai,2023-01-18T11:54:29Z,0
194,@puspalatajena8150,Are some are,2023-01-16T09:59:16Z,0
195,@Ammaya_writes,https://youtube.com/shorts/VcqhXDuYC54?feature=share,2023-01-13T17:21:55Z,0
196,@kumkumkumkum4206,?????????,2023-01-09T04:30:06Z,0
197,@rayrayandnae1507,Ambulance guy like now what do we do now🤣🤣,2023-01-08T08:31:29Z,2
198,@colemedico3575,So cool,2023-01-07T05:00:20Z,0
199,@albayrak.gorkem,0,2023-01-05T13:27:29Z,0
200,@fakirathakur4934,Hum aise desh ko nahi  mante jaha ambulance ke liye rasta na ho  sala Chutiya hut idhar,2023-01-02T13:06:04Z,0
201,@azeezcpafutu5610,😂😂😂😂,2022-12-31T10:36:18Z,1
202,@krithikamaruthi1714,Most normal road in Ohio,2022-12-30T13:07:25Z,4
203,@tarunjuadi9623,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,2022-12-25T09:51:18Z,0
204,@namonarayan5297,Llk,2022-12-20T13:53:39Z,0
205,@dolarrupiah742,sorry.. I want permission to share your video 🙏😄,2022-12-19T14:10:03Z,1
206,@badboymangu,https://youtube.com/shorts/y6nHChsx-GU?feature=share,2022-12-17T17:02:45Z,0
207,@mohammedsharieremon7571,😄😄😄,2022-12-12T13:34:41Z,1
208,@aayusvlog123,👌👌,2022-12-10T10:15:20Z,0
209,@hamssetoutoure2676,Il faut nous récepeiton,2022-12-09T09:08:32Z,1
210,@yayadembele1050,🥰🥰🥰🥰,2022-12-06T20:58:03Z,4
211,@gazalayasmeen3840,vay,2022-12-05T04:05:41Z,0
212,@hirabendabhi8908,😘😘😘😘😘😘😘😘,2022-12-04T18:03:46Z,0
213,@metatox787,normal car in ohio,2022-11-27T02:44:06Z,0
214,@beuwm,this is the most 2 dimensional animation I've seen so far,2022-11-21T06:05:56Z,19
215,@hafidnurrahman9845,Jalan kopet,2022-11-18T23:12:51Z,0
216,@bweexl279,That patient is gonna die soon 💀,2022-11-17T13:22:02Z,0
217,@bweexl279,That patient is gonna die soon 💀,2022-11-17T13:22:02Z,0
218,@Waseem0044,hi,2022-11-06T02:51:35Z,0
219,@i_love_neuvi1111,Wth,2022-10-30T10:08:40Z,0
220,@saturn6926,Only in Ohio 💀,2022-10-28T23:37:13Z,36
221,@skstudiohrp9475,ઊઋકધકઝjdhxhddhhd,2022-10-26T15:57:28Z,0
222,@msandifort22,Ima stay in the past if this is the future 👍🏻,2022-10-26T14:57:45Z,5
223,@shafeeqkutty7233,👎👎👎👎👎,2022-10-26T14:27:13Z,0
224,@helenmirabite7340,Why do you need this on the future          🖕😆🖕,2022-10-26T09:00:12Z,0
225,@jaharsingyadav8067,U,2022-10-25T13:23:46Z,0
226,@josephfernandes8397,Nonsense,2022-10-25T04:22:40Z,0
227,@mirbilal9387,Iu,2022-10-24T11:49:35Z,0
228,@belginbelginov6497,"Hear me out if your reading this pls answer this question

Is that fixing or breaking I lost 5 brain cells and comment this to answer",2022-10-23T12:40:58Z,1
229,@TJ-ot8lm,😂,2022-10-22T07:57:43Z,1
230,@rogerarcher1462,BrO,2022-10-21T20:54:20Z,0
231,@RonSpina,Nice 😂😂,2022-10-21T11:44:27Z,0
232,@mr..__clean,bruh 3D CGI but it says 2D wth,2022-10-21T11:02:16Z,0
233,@stanranger24,wtf did I just see,2022-10-21T00:51:47Z,3
234,@Артёмплей-с3ц,опять 20789 год,2022-10-20T16:34:03Z,3
235,@Nemotwtv,Montage lvl 1000000,2022-10-20T15:45:52Z,3
236,@やはやは-f3b,足止めな,2022-10-20T15:22:04Z,0
237,@gisellebarros9687,No,2022-10-19T21:28:11Z,0
238,@ayumii1958,XDDD how the car moved😭😭😭,2022-10-19T16:18:02Z,4
239,@matanthegamer3527,2d?,2022-10-19T12:52:07Z,5
240,@Макс-о9м4э,Wtf,2022-10-19T12:51:15Z,0
241,@AnElMa80,How this got so many likes????,2022-10-17T19:34:00Z,3
242,@Rajputana518,The 🚑 ambulance. Am I joke to you,2022-10-17T11:32:08Z,5
243,@ГүлжазираТайсалова,😂😎😎😍,2022-10-17T10:21:50Z,1
244,@StarFruitVR_GT,The ambulance.   Am I a joke to you,2022-10-17T06:27:43Z,1
245,@thebestdoggyintheworld5128,"Car: I know how to do this. 
Ambulance: oh crap. uhh hold on patient
Patient: good bye earth…..",2022-10-16T14:40:02Z,1
246,@xiangjingbai1262,This is fake,2022-10-16T14:39:27Z,1
247,@ayyubkhan2068,Very baid technology,2022-10-16T12:33:54Z,0
248,@الجوكر-ش5ع,أمير الجنابي,2022-10-16T10:11:18Z,1
249,@jsckeruz,wha-,2022-10-16T02:53:36Z,1
250,@studiobysaadi,Amazing,2022-10-15T22:11:38Z,1
251,@AB-on-YT,Yo the title sid 2D animation,2022-10-15T15:24:58Z,1
252,@joediggity7287,Bro wtf how does this have 1.4 million likes,2022-10-15T14:22:42Z,2
253,@ImAndrei0,"The ambulance: ""what the f*ck?""",2022-10-15T07:50:55Z,1
254,@ilikemazdas,cars cant do this so your telling me if there is an emergency like a man dying  this idiotic thing wont let it in and the man just gonna die,2022-10-15T07:16:38Z,0
255,@R6_Only,Fucking china,2022-10-15T06:45:02Z,0
256,@최보보스,참 거지같은 망상이다,2022-10-14T13:18:20Z,0
257,@MukeshSingh-oj2tj,Dirty,2022-10-14T13:14:08Z,0
258,@stellarclade,Fake,2022-10-14T09:52:52Z,0
259,@mohasinasarmi4486,Hahahahahahahahahahahah😀😀😀😄😄😄😄😄💕😄😄😄😄😄😄😄😄😃😃😃😃😃🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😭😭😭😭😭😭,2022-10-14T06:37:47Z,0
260,@stefanidean8863,Fakes,2022-10-13T22:18:03Z,0
261,@lujan7112,Kkkk😐😐😑😑,2022-10-13T22:11:11Z,0
262,@kevinstack1357,Imagine if that was real 🤣,2022-10-13T22:04:13Z,4
263,@marciobicotopan6264,"A ambulância que teria de ter prioridade de passar,  foi impedida! Que tecnologia de merda é essa? Acho que estão falando da tecnologia do carro que virou de lado e passou só com as duas rodas, né? Não gostei! O carro passou porque tem tecnologia e a ambulância que auxilia no salvamento de vidas, como fica? Isso é ridículo!",2022-10-13T21:29:39Z,0
264,@nisamusic2192,Why,2022-10-13T19:37:30Z,0
265,@SethSyrup,2d animation?? That's 3d,2022-10-13T19:27:45Z,2
266,@husainahmad9521,And then,2022-10-13T15:23:56Z,0
267,@kemb443,😂😂😂😂😂,2022-10-13T13:17:08Z,1
268,@Redmiinestephanie,Lucu yach,2022-10-13T01:22:59Z,7
269,@El_vispen,Very much good 😂😅😊🎉🎉 🥺😡😡🤯🤯😭🤯🤒🤌🤌🤌🤌🤌🤌🤌🤌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿👌🏿,2022-10-12T21:40:02Z,0
270,@garciasoto,Bro wtf,2022-10-12T16:41:37Z,0
271,@utkarshneha6116,👌👌,2022-10-12T09:43:14Z,1
272,@adrianpupecki2618,😆 XD,2022-10-12T06:12:04Z,0
273,@mdrifadali8986,খুব ভালো,2022-10-11T09:48:14Z,0
274,@therealwhitty9200,This doesn’t look IRL,2022-10-11T02:03:38Z,0
275,@aaronalex377,It looks like I’m watching spy kids,2022-10-10T19:59:44Z,0
276,@ТатьянаНекрасова-ы9щ,Обоже что вы снимаете,2022-10-10T14:14:21Z,0
277,@Indayloring,Only in ohio,2022-10-10T11:59:42Z,0
278,@pureluv004,뒤에오는응급차어떡해!!,2022-10-10T11:23:10Z,1
279,@senpai_YU_A,肝心な時に下がってなくて草,2022-10-10T10:47:53Z,5
280,@blackpinkblink0642,Seriously 😒😒😒😒 lllllllolllllll hunnhhhh ????? I dont want it,2022-10-10T10:08:03Z,0
281,@Pragamedievalderoma,Cyberpunk 758596 in a nutshell:,2022-10-10T08:17:25Z,0
282,@Russkiychel1488,"О боже, какая физика, какая божественная графика! Так сразу и не поймёшь, что это реальность!!!",2022-10-09T18:13:52Z,7
283,@Murkoff672,"Yes, sure 😄😄😄😄😄😄",2022-10-09T17:50:41Z,2
284,@ionelnegru9591,"Arestare 10,000$",2022-10-09T17:31:50Z,0
285,@nimang5959,How would the car balance or does it have jets on it,2022-10-09T16:30:20Z,1
286,@Дашаскорги,Смешно😂😂😂,2022-10-09T16:20:13Z,0
287,@Widdo_Gaming,What the fu…,2022-10-09T15:26:06Z,0
288,@manajmohanta1010,Yyt,2022-10-09T13:21:54Z,0
289,@duck3192,Patient be like: am I a joke to you?,2022-10-09T13:03:27Z,30
290,@АлмазВагапов-м5с,За что лайк можно ставить дибилы,2022-10-09T12:03:06Z,0
291,@salmaabdulraheem3668,Aw my gawd,2022-10-09T10:21:01Z,0
292,@meeras3141,COOL,2022-10-09T10:14:43Z,0
293,@taeningucciterligi124,Abulans ama,2022-10-09T07:42:45Z,0
294,@hudan2485,didinya gelo,2022-10-09T07:31:37Z,0
295,@vlogwithmirza,Bakwas,2022-10-09T04:04:28Z,0
296,@dougright8162,😚😙🤗😝🍒🍆🍆🍆🍆🍒🍒🍒🍒🍒🍒🍒🍆🥔🧅🍑🥒🌮🍰🌡🛎,2022-10-09T01:15:18Z,0
297,@tkj.4013,ま〜きのっwww,2022-10-08T20:04:36Z,3
298,@Degdeg30,"uma fucking ambulância e eles fazem isso,q merda é essa bro",2022-10-08T19:54:15Z,0
